UID	Symbol	Pearson rho	Pearson p-value	Cell State
ST3GAL5	ST3GAL5	0.41146326110385156	9.5800853444221e-89	1
MID1IP1	MID1IP1	0.4107013438372131	2.1590394089992013e-88	1
BMP2	BMP2	0.41009788620893217	4.103074635572199e-88	1
YAP1	YAP1	0.40911516765583056	1.1640786218850304e-87	1
PRR15L	PRR15L	0.4068348064509702	1.2912802636410965e-86	1
LAPTM4B	LAPTM4B	0.40544801533753533	5.528194862819649e-86	1
NGFRAP1	NGFRAP1	0.4049727289100981	9.085446064073701e-86	1
STARD10	STARD10	0.40019445174824675	1.2825956942255009e-83	1
EFNA1	EFNA1	0.4000988356197709	1.4149742330107843e-83	1
ATP1B1	ATP1B1	0.3996606748904635	2.218466715333938e-83	1
KRT8	KRT8	0.3916559638251719	7.288268640134752e-80	1
TTN	TTN	0.3905466706554218	2.1994850861858238e-79	1
C5orf38	C5orf38	0.3898059333736255	4.5879198756839814e-79	1
HMGCS1	HMGCS1	0.3883109575212908	2.0115502897092413e-78	1
TMEM243	TMEM243	0.3864954196060881	1.1984483750781669e-77	1
PARD6B	PARD6B	0.3834421746124344	2.3502371728244042e-76	1
DBI	DBI	0.3763712022388316	2.050876545702216e-73	1
LRP2	LRP2	0.37614184069866813	2.547505706212434e-73	1
SEPW1	SEPW1	0.3760710705927659	2.7236918669755894e-73	1
ACADL	ACADL	0.37247416617638734	7.975719673327243e-72	1
PDZK1IP1	PDZK1IP1	0.3721629503240383	1.0660887338702843e-71	1
PLCXD1	PLCXD1	0.37187274340470794	1.3969623315126507e-71	1
ACSL4	ACSL4	0.36950060670841345	1.2595946778644308e-70	1
EGFR	EGFR	0.3690511312774471	1.9067412203001045e-70	1
ROS1	ROS1	0.3683451982319895	3.651837962879808e-70	1
PXMP4	PXMP4	0.36832835326773206	3.708832259067622e-70	1
ANK3	ANK3	0.3673332899818774	9.243224887066416e-70	1
NRGN	NRGN	0.3670713758107202	1.1748369540376558e-69	1
PTK7	PTK7	0.3666561009407026	1.7175889142018537e-69	1
SELM	SELM	0.3657891883803449	3.7884468937960203e-69	1
SMPDL3B	SMPDL3B	0.36576797728592175	3.8623667224970556e-69	1
DSTN	DSTN	0.3656922020631519	4.1383695989107307e-69	1
CEP70	CEP70	0.36541932997371707	5.305266747293077e-69	1
DCBLD2	DCBLD2	0.36418596367365863	1.6255608944545084e-68	1
MPZL2	MPZL2	0.3629725064870337	4.868176140692643e-68	1
NFIX	NFIX	0.36177376934693034	1.4319495745314891e-67	1
ZDHHC9	ZDHHC9	0.360365405141396	5.056695715897186e-67	1
TM7SF2	TM7SF2	0.3592814086190892	1.3296214648139053e-66	1
LIMCH1	LIMCH1	0.3557096113103711	3.130896584814131e-65	1
TCF7L1	TCF7L1	0.35509703021709893	5.360384264837024e-65	1
SLC25A23	SLC25A23	0.35500074718506336	5.832488355552336e-65	1
CEBPD	CEBPD	0.3530697841409138	3.150262323026112e-64	1
SPINK5	SPINK5	0.3500292689224741	4.37934329270214e-63	1
PID1	PID1	0.34929916625542673	8.203767502593318e-63	1
NEDD4L	NEDD4L	0.34928623146836807	8.295381988484019e-63	1
WWC3	WWC3	0.34809697248767424	2.2977961093078226e-62	1
HSBP1L1	HSBP1L1	0.3457494516176372	1.694800940592252e-61	1
PMM1	PMM1	0.34533038392091886	2.416874928762784e-61	1
BMP3	BMP3	0.3451201876291242	2.8871985283156323e-61	1
DHCR7	DHCR7	0.3446293420351485	4.370928134909059e-61	1
RAB27A	RAB27A	0.34421688885532054	6.18952801277487e-61	1
SYBU	SYBU	0.34358479045918655	1.0537946950991254e-60	1
TMEM41B	TMEM41B	0.34337149691985946	1.2607136817387276e-60	1
FMO5	FMO5	0.3426056654118757	2.3970283989994756e-60	1
PTPRG	PTPRG	0.3409703224540624	9.396019800417077e-60	1
KLF5	KLF5	0.3402724804620125	1.6788919160904604e-59	1
BEX2	BEX2	0.33870183888953376	6.1661289273476005e-59	1
RGS16	RGS16	0.335888694086088	6.2200203545169126e-58	1
TMEM41A	TMEM41A	0.3356641672826321	7.472345273398839e-58	1
AREG	AREG	0.3337311325021815	3.6023166689395e-57	1
KCNK1	KCNK1	0.3336632241385383	3.806196300792255e-57	1
VWA1	VWA1	0.33102732548655667	3.1906599165480448e-56	1
ATAD3C	ATAD3C	0.3297697775659624	8.734169694354232e-56	1
ATP1A1	ATP1A1	0.3282883680135693	2.843011932415319e-55	1
DPP4	DPP4	0.32783355995369196	4.079133814642574e-55	1
TMEM87A	TMEM87A	0.3236341167400663	1.1108403476385963e-53	1
MMAB	MMAB	0.3212793292244676	6.925319015788014e-53	1
TST	TST	0.3200423029926911	1.7993722006789544e-52	1
SECISBP2L	SECISBP2L	0.31772324188777024	1.064820694891288e-51	1
VSIG2	VSIG2	0.317108330566132	1.701657961256207e-51	1
GPRC5C	GPRC5C	0.31387329583128837	1.9683900959419713e-50	1
CAT	CAT	0.3126881649144719	4.789830310419814e-50	1
CMBL	CMBL	0.3121152977276538	7.35144813515765e-50	1
TMEM245	TMEM245	0.31127210606028927	1.378706005289182e-49	1
EDNRB	EDNRB	0.30880680998348364	8.5673887068463e-49	1
C2	C2	0.3085797697711682	1.0128211376554486e-48	1
WSB1	WSB1	0.3083325992177375	1.2150343377897319e-48	1
C9orf152	C9orf152	0.30816886962680595	1.370611769188796e-48	1
ID4	ID4	0.30785753647138403	1.723140058502145e-48	1
COBLL1	COBLL1	0.30737938575066015	2.4476847302066468e-48	1
SMAGP	SMAGP	0.30466441789137694	1.7738301240846408e-47	1
CDK2AP2	CDK2AP2	0.3040844407418616	2.7007098227363086e-47	1
OSMR	OSMR	0.3035931729830056	3.852963586569909e-47	1
TMEM164	TMEM164	0.3035906584068114	3.859970780198819e-47	1
PDE4D	PDE4D	0.3016898578377141	1.5165473005570005e-46	1
DESI2	DESI2	0.30126250522985226	2.0599317940927217e-46	1
TFCP2L1	TFCP2L1	0.3001557806231507	4.5418829510998614e-46	1
CITED2	CITED2	0.2984616610037369	1.5134357548447396e-45	1
TSC22D1	TSC22D1	0.29745673567205955	3.078796740539721e-45	1
CADPS2	CADPS2	0.29635424727315113	6.688436331820936e-45	1
FAM20A	FAM20A	0.29605758049886743	8.236440768306556e-45	1
TIPARP	TIPARP	0.2940957600552901	3.243036558145683e-44	1
GPR160	GPR160	0.2934950130574206	4.923614094570146e-44	1
MICAL2	MICAL2	0.29338075598492913	5.329941355488339e-44	1
GALNT10	GALNT10	0.2911685476795203	2.4569645408497683e-43	1
H1F0	H1F0	0.29036382147475065	4.269313051774101e-43	1
PHLDA2	PHLDA2	0.28667616950755964	5.2483319182270164e-42	1
SQLE	SQLE	0.28599781828687165	8.29266847175304e-42	1
AGTR2	AGTR2	0.28569828429202293	1.0144855905098692e-41	1
RAB17	RAB17	0.2855462885112389	1.1236529401539055e-41	1
FAM177A1	FAM177A1	0.28473462212061024	1.9372759812000655e-41	1
MACROD2	MACROD2	0.28457296267228344	2.1588041648629118e-41	1
TOP1	TOP1	0.2844440362462238	2.3533779113759686e-41	1
WBP5	WBP5	0.28245025363332704	8.887120230887531e-41	1
PTP4A1	PTP4A1	0.28221477484192625	1.0389750919384935e-40	1
KRTCAP3	KRTCAP3	0.27888173106159114	9.329443127406975e-40	1
FGFR2	FGFR2	0.2782438301372016	1.4151436351732165e-39	1
TANC2	TANC2	0.2760007674630233	6.071001543470537e-39	1
PHPT1	PHPT1	0.27564161513716207	7.655602670404572e-39	1
PTP4A3	PTP4A3	0.2752492010598616	9.859466586782034e-39	1
IRX5	IRX5	0.2727603127809264	4.858885564859218e-38	1
CFI	CFI	0.2723715762552958	6.224051342840632e-38	1
ANXA4	ANXA4	0.2722574278433783	6.69293623839419e-38	1
TMEM30B	TMEM30B	0.272207953190088	6.906908289698504e-38	1
FILIP1	FILIP1	0.27088577185374374	1.5976106523831883e-37	1
SPINT2	SPINT2	0.27018069916882936	2.4937237366988843e-37	1
ATP2C1	ATP2C1	0.2692968593010211	4.349512069044493e-37	1
HMGCR	HMGCR	0.2685925153773148	6.7658184927002585e-37	1
POLR3H	POLR3H	0.26743894852878747	1.3910375833200415e-36	1
RASEF	RASEF	0.26723791870401814	1.5766329529581815e-36	1
PEBP1	PEBP1	0.2668550190894116	2.0007873330007007e-36	1
SPAG9	SPAG9	0.2665999793848503	2.344369108079689e-36	1
TMEM54	TMEM54	0.2648527039416711	6.910821373713698e-36	1
UQCRQ	UQCRQ	0.264708399987769	7.553494184683926e-36	1
FDPS	FDPS	0.2644206501678502	9.017439637811889e-36	1
MPP7	MPP7	0.2640847615512612	1.1085850579087504e-35	1
ATP8A1	ATP8A1	0.2636451777923617	1.4519334024587395e-35	1
TPD52	TPD52	0.26209665649060876	3.7407824376111586e-35	1
SLC12A2	SLC12A2	0.2611651590145317	6.58994649501198e-35	1
FAM213A	FAM213A	0.2592634186211368	2.079081651471071e-34	1
FADS2	FADS2	0.259181830923958	2.1836684646619833e-34	1
FDFT1	FDFT1	0.255599923227773	1.8514606257909472e-33	1
HYI	HYI	0.25559575795167416	1.8560322743689907e-33	1
MPST	MPST	0.2554741974281154	1.9945020207427756e-33	1
MIF	MIF	0.2542430870655458	4.124462974897974e-33	1
SVIP	SVIP	0.25357114119851004	6.1215846763132936e-33	1
NAA38	NAA38	0.24999849499030039	4.899365185004713e-32	1
JUND	JUND	0.24662859513806254	3.3808128215987027e-31	1
UQCR10	UQCR10	0.24389705997512398	1.583738292094506e-30	1
TCEAL4	TCEAL4	0.2432563394547712	2.2687898414718466e-30	1
CHP1	CHP1	0.24267643424982024	3.138299457617088e-30	1
PCBD1	PCBD1	0.24237837959539818	3.7065321594666134e-30	1
POLR2L	POLR2L	0.2405244920825992	1.038231663527207e-29	1
XAGE2	XAGE2	0.23954256348408628	1.7851887028504577e-29	1
EBP	EBP	0.2394455216652161	1.8831691814154356e-29	1
CPNE3	CPNE3	0.23874803494317523	2.7629342922875815e-29	1
RND1	RND1	0.23733319654591897	5.989998408284282e-29	1
PCDH9	PCDH9	0.23639044385898642	1.0002953305576561e-28	1
GLO1	GLO1	0.23573425425594716	1.4274462376629038e-28	1
PRDX2	PRDX2	0.23477740124733318	2.3927861188813437e-28	1
LACTB2	LACTB2	0.2342901588138299	3.109976242367045e-28	1
POLR2C	POLR2C	0.23375355435328557	4.148046615567275e-28	1
CDC42EP1	CDC42EP1	0.23374028688985973	4.177653149313247e-28	1
KIF22	KIF22	0.23178668406824668	1.184792853112842e-27	1
RAB40C	RAB40C	0.2310431141724567	1.7573376709910992e-27	1
PLA2G12A	PLA2G12A	0.23089939644447174	1.896172339921685e-27	1
FAM8A1	FAM8A1	0.23070744045576103	2.0986942315891132e-27	1
PPDPF	PPDPF	0.2288758506342252	5.501075435726652e-27	1
FGG	FGG	0.22868676039539432	6.0735813465623904e-27	1
MVD	MVD	0.22833878490646622	7.285670265675742e-27	1
FADS1	FADS1	0.22772363715279945	1.0042616260507527e-26	1
PPA1	PPA1	0.2275362986983072	1.1071630282817732e-26	1
FAM84B	FAM84B	0.22728510479818792	1.2617020302504619e-26	1
CERS2	CERS2	0.22662614847291818	1.7761976759870581e-26	1
TMEM64	TMEM64	0.22281105913824414	1.2595460605820643e-25	1
ASPH	ASPH	0.22214548660157807	1.7661210321890584e-25	1
MTHFS	MTHFS	0.22161732720099903	2.30769338282696e-25	1
PTPRK	PTPRK	0.2196829758604101	6.10996159142184e-25	1
PRKCI	PRKCI	0.21938274663853233	7.100848691172592e-25	1
ADI1	ADI1	0.21730479499604893	1.997209373447715e-24	1
CISH	CISH	0.21427925245376814	8.832693224912447e-24	1
MCUR1	MCUR1	0.2139213734952038	1.0515295825212414e-23	1
NHSL1	NHSL1	0.21271497559936592	1.888407533850198e-23	1
ERLEC1	ERLEC1	0.211322960719452	3.694638928147891e-23	1
PROS1	PROS1	0.2111552926170899	4.004438343482365e-23	1
NFKBIA	NFKBIA	0.209783574305857	7.718180839438412e-23	1
CMTM8	CMTM8	0.20964687370696422	8.23768648064236e-23	1
NFIC	NFIC	0.20961190050278886	8.376060762382389e-23	1
GDE1	GDE1	0.20937604503688126	9.371198282226299e-23	1
RDH11	RDH11	0.20805052789827602	1.7567436091517917e-22	1
TNKS1BP1	TNKS1BP1	0.2078852159371016	1.8993922552896442e-22	1
TOX	TOX	0.20603619419880198	4.527876062756442e-22	1
FAM83H	FAM83H	0.20567956308657262	5.34870173937093e-22	1
KRT10	KRT10	0.20413663913207047	1.095817731853748e-21	1
CCDC57	CCDC57	0.2037366709588751	1.3184903458467403e-21	1
GOLGA4	GOLGA4	0.2036032825912466	1.4022723022651151e-21	1
MAPK13	MAPK13	0.20319260805707406	1.6946865860018233e-21	1
TMA7	TMA7	0.20296337786122448	1.883331187255389e-21	1
CLPTM1L	CLPTM1L	0.20272374193431097	2.102741431253625e-21	1
ANAPC16	ANAPC16	0.202610055911867	2.215489855481311e-21	1
RRBP1	RRBP1	0.2021226810715976	2.7705294216920894e-21	1
LRRC16A	LRRC16A	0.2010214685358429	4.58170068882458e-21	1
EBPL	EBPL	0.20060269851583545	5.543340370637828e-21	1
MRPL33	MRPL33	0.19989311171947743	7.64822530808817e-21	1
STXBP1	STXBP1	0.19928586426266193	1.0064020054762291e-20	1
IDI1	IDI1	0.19867283774853345	1.326559380737176e-20	1
HSD17B4	HSD17B4	0.1952788543861908	6.022448276731522e-20	1
MAGEF1	MAGEF1	0.19357673625183477	1.2728737095718858e-19	1
ITPKC	ITPKC	0.19343336714442527	1.3552642577274098e-19	1
SNRPN	SNRPN	0.1918353277040697	2.717664333379012e-19	1
CDC25B	CDC25B	0.18979915873288908	6.537202134162787e-19	1
IMPA2	IMPA2	0.18969004834807257	6.850117975425931e-19	1
AKAP1	AKAP1	0.18895381531375727	9.384156108070461e-19	1
GGCT	GGCT	0.18873710795079318	1.0292602936435273e-18	1
ODC1	ODC1	0.18750409086647452	1.7375480783598882e-18	1
GGCX	GGCX	0.18683251506067722	2.307500566763748e-18	1
CABIN1	CABIN1	0.18623278642825855	2.9701245414033204e-18	1
SPIRE1	SPIRE1	0.18564467457992054	3.801243176242199e-18	1
PTRHD1	PTRHD1	0.18520900821189	4.561138646288589e-18	1
ZFP36	ZFP36	0.18516510333571018	4.645566680301029e-18	1
MAGEH1	MAGEH1	0.18511165308389446	4.75043328567965e-18	1
ARF4	ARF4	0.18385607215541724	8.009817203236387e-18	1
C12orf57	C12orf57	0.18370172945845045	8.538896309318943e-18	1
PEX13	PEX13	0.18329310415355068	1.0111834551685684e-17	1
EBAG9	EBAG9	0.18218276631501099	1.5976859384297463e-17	1
TCEAL8	TCEAL8	0.18181778201379514	1.855750165718301e-17	1
GADD45G	GADD45G	0.1804749261770981	3.210721928193949e-17	1
PDZD8	PDZD8	0.17992791511335385	4.0092129108497284e-17	1
AK3	AK3	0.17896927713363595	5.906971879713987e-17	1
RILP	RILP	0.17807511484513877	8.462698050424473e-17	1
COX14	COX14	0.17700923119962236	1.2959231842501184e-16	1
FRMD4B	FRMD4B	0.1769308650851342	1.3370281851084463e-16	1
GSPT1	GSPT1	0.1766389040579712	1.5017919933027524e-16	1
HSD17B12	HSD17B12	0.17647758557721568	1.6012483748590418e-16	1
BNIP3L	BNIP3L	0.17512517487469648	2.734594007772415e-16	1
DNAJB1	DNAJB1	0.17495101154360004	2.928809689460757e-16	1
EI24	EI24	0.17452048437209042	3.469126247025313e-16	1
INSIG1	INSIG1	0.1741233764645703	4.053921260757832e-16	1
PNKD	PNKD	0.17280182194860055	6.790178699651671e-16	1
ATF7	ATF7	0.17246219255988043	7.747548399508277e-16	1
GALNT12	GALNT12	0.1720998561667237	8.915567420404323e-16	1
TXNDC17	TXNDC17	0.1719127329209516	9.58499304164629e-16	1
RCN2	RCN2	0.17178125883849032	1.0084691847308373e-15	1
SCOC	SCOC	0.16838644853888846	3.69430907822725e-15	1
GORASP2	GORASP2	0.16568847022448097	1.0172107083580779e-14	1
KANK1	KANK1	0.16499874423344513	1.31429857043453e-14	1
ZNF593	ZNF593	0.16482643368304686	1.4009448817577978e-14	1
AHCYL1	AHCYL1	0.16478276928159866	1.4237787535009377e-14	1
ZDHHC21	ZDHHC21	0.1644009095528143	1.639707287344255e-14	1
TP53I11	TP53I11	0.16397117044084802	1.9213435790381672e-14	1
ACAT2	ACAT2	0.16326106720451727	2.4943103931898776e-14	1
NREP	NREP	0.1629574206463874	2.7878184468758053e-14	1
TCEB3	TCEB3	0.1620668684113302	3.858623857529519e-14	1
SLC39A7	SLC39A7	0.16204695438077826	3.886692037029984e-14	1
CLINT1	CLINT1	0.16139316793407213	4.928340672399222e-14	1
TMEM30A	TMEM30A	0.16118779435136418	5.3089190976824325e-14	1
PBX2	PBX2	0.16090236695785734	5.886190403681683e-14	1
CCDC14	CCDC14	0.1593111774762503	1.042932789969647e-13	1
BOLA3	BOLA3	0.15919186392821832	1.088385095771355e-13	1
IPO7	IPO7	0.15823747130857807	1.5292067416755495e-13	1
SLC41A1	SLC41A1	0.15609651871307134	3.254428260640973e-13	1
WNK1	WNK1	0.15520790724001035	4.438985981265132e-13	1
AKT1	AKT1	0.15508888372150714	4.626805682696789e-13	1
MRPS6	MRPS6	0.1550418375037668	4.703176045528196e-13	1
PRKRA	PRKRA	0.15389825478680463	6.991101104797141e-13	1
ATOH8	ATOH8	0.15318456188581056	8.939854099720452e-13	1
COX20	COX20	0.15294217007928024	9.715911325172627e-13	1
SEMA4A	SEMA4A	0.1519462565781271	1.3658969645658272e-12	1
OST4	OST4	0.15186197686485128	1.4056983473265416e-12	1
MTHFD2L	MTHFD2L	0.15125877485654818	1.7257093167080747e-12	1
NINJ2	NINJ2	0.1511761122707042	1.7747885775523455e-12	1
ST20	ST20	0.15071676247134677	2.0734896304624246e-12	1
ARHGAP12	ARHGAP12	0.14984784868140055	2.7792217457480418e-12	1
QDPR	QDPR	0.14940909976556743	3.2201822868268432e-12	1
ADK	ADK	0.14922100275092298	3.4295870414357476e-12	1
ARPC5L	ARPC5L	0.1491132905580611	3.5554490102622163e-12	1
MYO9A	MYO9A	0.1485592257960414	4.2779004819437136e-12	1
LPCAT3	LPCAT3	0.14807872129285993	5.019463340294672e-12	1
SQSTM1	SQSTM1	0.14595451148533267	1.0112709471525934e-11	1
TFG	TFG	0.14530171846562054	1.2516064234277591e-11	1
RAB3D	RAB3D	0.14334094549136994	2.3610512223485097e-11	1
SBDS	SBDS	0.14146202215056022	4.302486324970241e-11	1
LYRM5	LYRM5	0.14045000890739037	5.924693665917584e-11	1
ZRANB2	ZRANB2	0.14029058467860728	6.229649128878918e-11	1
EIF2AK3	EIF2AK3	0.1394600216266597	8.08397645001003e-11	1
CEBPA	CEBPA	0.1394587101000064	8.087293433830925e-11	1
SLC35A1	SLC35A1	0.13901401532877408	9.292134637910719e-11	1
